date,temp,salt,current_speed,Oxygen,PH,Chl,MEAN_TROUT_PER_TOW
2011-01,28.985045662254,34.2664095260255,0.0762705191354867,6808.045529904352,8.025530499512785,0.3088683775981334,0.758
2011-02,28.749417240896,34.0738565462591,0.0763760524696723,6610.425577037951,8.03868053175379,0.5230462510923255,0.997
2011-03,28.3933454787442,33.9824855429035,0.0617597494281914,6585.543581148311,8.049135962311798,0.4219420809930877,0.994
2011-04,27.3940132163004,34.238532745098,0.132852676424585,6578.862735467179,8.066530632113377,0.4694164096139793,0.989
2011-05,25.8461364414131,34.5384033210317,0.0597710738715027,6652.283347894559,8.083223270057513,0.5049293750043267,0.88
2011-06,24.2343114338174,34.8574484529218,0.0749019667263633,6766.39130823673,8.105125951154108,0.5215398817747786,0.714
2011-07,23.0244806977888,35.1140783762073,0.0610862132262556,6921.610741792275,8.119934806079344,0.4441380974679565,0.885
2011-08,22.6232790788295,35.2797786429207,0.0595948162645814,7021.32710081948,8.11824312697522,0.4060102666673166,0.801
2011-09,23.1398845656609,35.4046074242571,0.0496729769969896,7110.519414968969,8.113474188192779,0.2568064224498256,0.244
2011-10,25.0511619704705,35.202542007986,0.0389210210498868,7130.98793046215,8.097432561472333,0.4257037160862829,0.167
2011-11,26.5638369092875,35.2039055491575,0.0540166177524106,6999.500864010778,8.063734914421387,0.1265465309409622,0.051
2011-12,28.2929038566075,35.1167570953383,0.0215979570046762,6932.357612243219,8.056387175279403,0.1333615346159881,0.263
2012-01,28.6249143537092,34.9942902709438,0.0288413644626229,7082.307357865438,8.06879942975403,0.118090745183313,0.635
2012-02,29.0608323320778,34.846498099438,0.0828498271155037,6995.119089222597,8.05982880026389,0.0894692592416764,0.987
2012-03,28.5902240784917,34.5957410441694,0.0587286398286368,6846.55192301627,8.081022101265951,0.2754306835931057,0.994
2012-04,27.5926363049132,34.5850474089307,0.0504117046418816,6733.424786800703,8.083928139778799,0.3145657508591657,0.989
2012-05,26.0508579903183,34.8038190869751,0.0868552656896719,6723.934580473694,8.099452435468507,0.4362766168865102,0.819
2012-06,23.995486313398,35.1580137825572,0.0388294053372088,6804.478986673059,8.112423098946756,0.3886560676995919,0.729
2012-07,22.8242647325862,35.3190554171693,0.0745188925202282,6892.517052719246,8.115599706603895,0.3598451137421591,0.722
2012-08,22.9096342349318,35.3559106235123,0.0180813941437542,6956.550892951539,8.107361991858633,0.1925657606413761,0.667
2012-09,24.2633722187599,35.3166423642011,0.0304743151981704,7060.349192572402,8.092254939668052,0.1734197392879928,0.563
2012-10,25.4513806632332,35.3332431097497,0.028179016499294,7108.223101953678,8.092012856449468,0.3121739740015432,0.104
2012-11,26.5015964049721,35.3738150077519,0.0762854897656312,7102.748339883682,8.06294289556418,0.1591966645212118,0.03
2012-12,27.5619592174568,35.3827836889713,0.0507203591472015,7090.879266045242,8.054727017528082,0.153267540039952,0.085
2013-01,28.5752374197138,35.2886428899416,0.0156909910662599,6989.990940064033,8.060630336209668,0.1989740415252784,0.711
2013-02,28.5694508480982,35.1595300350216,0.1004881629367379,6916.596914960042,8.054393623810089,0.084400817437169,0.983
2013-03,28.3606238370822,35.0264404678475,0.1082045918740942,6762.882565251714,8.067723132261886,0.2470007710576699,0.99
2013-04,27.6258646285416,35.0946015989155,0.0645466792572084,6575.431281984568,8.071502792796075,0.2436771303923294,0.988
2013-05,26.2494034770229,35.1295736419946,0.0636776027792052,6630.650193024269,8.087443532927503,0.3544267944897835,0.88
2013-06,24.580688898139,35.2650812369802,0.0393326923588648,6676.998413695701,8.098411898940947,0.3699933551757332,0.666
2013-07,23.5917504466519,35.4141013060424,0.1030819768540167,6815.199970356892,8.104030043663386,0.3327829678133784,0.719
2013-08,23.8962194348515,35.4842438250437,0.0295379757348104,6940.721761341496,8.095144644333743,0.2248932474993275,0.881
2013-09,24.7398756953646,35.490843836993,0.0478861398712394,6971.746516755037,8.075414739652395,0.2462266701777354,0.649
2013-10,26.2223610859356,35.5075882676109,0.0482315329640902,7180.209277156505,8.076121465580021,0.2288905810862413,0.082
2013-11,27.2964079991784,35.5502665153617,0.0408716830020738,7115.765870871343,8.05797300364716,0.176259381572728,0.047
2013-12,27.692974055329,35.5657031071593,0.0306193404106035,6963.250545456122,8.053493227747106,0.1677618991783482,0.107
2014-01,28.4443113986615,35.6161684936743,0.0467121240444196,6863.45276606951,8.051230352532723,0.2028318646247353,0.812
2014-02,28.2420701360909,35.5552609067063,0.0252283024657429,6547.8806160770255,8.059002179412518,0.259793216052182,0.978
2014-03,27.7668720424426,35.4950276044536,0.0743149543098961,6505.506955470025,8.053148556041066,0.2704186143316583,0.992
2014-04,27.4606382217161,35.3684091167225,0.0465696328949201,6500.058533867629,8.05406014573678,0.2817666334916958,0.985
2014-05,26.2673567541777,35.2835186724872,0.0571436030709189,6563.956453609626,8.070547020484273,0.3220700686712618,0.859
2014-06,24.8091834541552,35.2576139181282,0.0454475801887143,6668.586620778084,8.084296844694618,0.32749008602731,0.726
2014-07,23.5066043155419,35.4046831595689,0.0277412534558447,6786.8988109050615,8.098934365632884,0.2332776259335211,0.717
2014-08,23.391378820291,35.4403651686756,0.0514585999243663,6858.030528636122,8.105128914839032,0.2153995617705285,0.777
2014-09,24.1829795289584,35.4990874222383,0.0276162336172407,6908.044201586627,8.088116379440276,0.168089465396188,0.424
2014-10,25.283596415048,35.5694704448282,0.028590353052372,6918.650091612407,8.074752913414313,0.2035601399129142,0.109
2014-11,26.4660193570047,35.5835908566196,0.0651890093700426,6862.335597874184,8.047371974545946,0.0724789702954903,0.029
2014-12,27.748237646261,35.5394313908251,0.0626632337264037,6789.3045904708215,8.023765721057993,0.0459231268132999,0.029
2015-01,28.6164658472969,35.4401561248752,0.0199027220508868,6726.93048835522,8.028061463065638,0.0918674810645533,0.793
2015-02,28.6544380635218,35.3484897776122,0.0740336956541343,6582.101418866682,8.037429849552185,0.1449038333415251,0.951
2015-03,28.5722806111808,35.3552951179934,0.0329799850013951,6511.120925870268,8.043005316993405,0.1198224726208576,0.989
2015-04,28.2037567562052,35.5027914437449,0.0213884305211846,6524.460778947906,8.058445086026117,0.1775468733861895,0.94
2015-05,26.82540194,35.51873563,0.0504097216322195,6570.146030550858,8.076314527038997,0.2349325089492118,0.513
2015-06,24.8004424050865,35.4665326414949,0.0840449277399982,6607.437890016696,8.086458668347023,0.2637835696503834,0.335
2015-07,23.5007751148206,35.731083218498,0.0471680359521559,6730.891810650816,8.088394058318599,0.2044190356150994,0.352
2015-08,23.4474438395442,35.8203023017831,0.0405388371030424,6805.345017049886,8.080969181656089,0.1479455591898804,0.548
2015-09,24.6256980479961,35.857120282604,0.0068619463996625,6787.271897008985,8.086722602047123,0.22730454798611,0.149
2015-10,25.0216634753392,35.7398459148992,0.054539053283058,6861.941100026365,8.075065962485244,0.1700438021344072,0.006
2015-11,26.7695899067895,35.7339752903872,0.0783494924405232,6842.058330207626,8.05557074499424,0.1697677057791442,0.002
2015-12,27.9718571722599,35.6214352834813,0.0405047561847852,6800.541948324123,8.035822121138876,0.0969157241437921,0.006
2016-01,28.363744583954,35.4822327608678,0.065837223213009,6727.678319451771,8.027511079420076,0.087142491991124,0.106
2016-02,28.4870133428119,35.3576039803408,0.0263762307892486,6696.934366625978,8.023918640248292,0.0721592865501944,0.858
2016-03,29.1667616494267,35.1812444350359,0.0645729590577138,6602.727183079352,8.043335552395682,0.115839188610349,0.916
2016-04,28.3851318331996,35.2341978918507,0.0737017447688545,6515.606604943811,8.058230772943235,0.1738031995069223,0.464
2016-05,27.0317276316625,35.4612525229229,0.0098908200510832,6423.31769540801,8.06480172793083,0.1997354418628831,0.164
2016-06,26.0345900521889,35.5181061492363,0.029391017447599,6474.5153094451625,8.072084804833686,0.2186199151103502,0.059
2016-07,24.9539619357703,35.5187919565272,0.0272528878347034,6546.403790337149,8.07921970536809,0.2156256589623784,0.045
2016-08,24.1715083223562,35.5690161501125,0.0333427412944555,6668.098191015962,8.085249798926691,0.2071855631461202,0.088
2016-09,24.6567958187219,35.6102921229447,0.0227083487044044,6759.956123684705,8.070162658071887,0.1488736324570134,0.054
2016-10,26.3624995756009,35.640869189696,0.021285968043179,6805.927293829189,8.053688073049571,0.1933905597410951,0.008
2016-11,27.5401012920043,35.603700502087,0.0344599467735338,6801.122445895427,8.049433528163423,0.1650227115437661,0.001
2016-12,28.1472909931625,35.5999130302136,0.0429316322110774,6764.368858463367,8.043774672818477,0.0981332844250135,0.005
2017-01,29.4523600416626,35.5096391586093,0.0506843702439067,6676.166878855472,8.036179009642638,0.0928562147632967,0.287
2017-02,29.5456295925051,35.4974492058917,0.0261101114284114,6581.409831811309,8.038286053335744,0.104271382946978,0.818
2017-03,29.5678681740028,35.1275818499251,0.0184220475294998,6593.749532783901,8.04526747135268,0.0916883344119491,0.921
2017-04,28.1028459306253,35.374752390767,0.1169714141648567,6485.546310199944,8.061187497925799,0.2469422813182761,0.743
2017-05,26.2908056278791,35.5057176038352,0.0862135100394046,6443.096960322149,8.066894739470433,0.2525230057803739,0.513
2017-06,24.4045387760422,35.5327422383849,0.0930555908005864,6597.785451151015,8.080814313591592,0.2824453559405697,0.323
2017-07,23.8944835878084,35.4920887997495,0.0352505605138523,6710.618745626231,8.085106096013941,0.2854752147342413,0.524
2017-08,24.1686863133684,35.5301683745813,0.0356549109801085,6862.213129321656,8.096187739462744,0.3612549768118398,0.235
2017-09,24.7889250726275,35.5066427883988,0.0581548874332387,6848.432071726863,8.084513238911097,0.3615497744889506,0.29
2017-10,25.995818745915,35.4333978494863,0.0681825011074097,6913.194389869807,8.07054227510654,0.3345973051411314,0.041
2017-11,26.7250569646147,35.3719451012936,0.0498294484028609,6910.212429081235,8.064439378657388,0.2017343514888097,0.006
2017-12,28.1379032596245,35.3930562993064,0.0380484911699761,6847.96218210085,8.039673075513443,0.1563765120257153,0.03
2018-01,28.3285061532253,35.4082788569815,0.0411747515151432,6845.77719153563,8.050865377836688,0.1799813084357442,0.52
2018-02,28.8563705255099,35.146773662051,0.0636676114092148,6647.680193895279,8.044991010145518,0.1772147196214857,0.97
2018-03,28.0648189132305,34.9161630442077,0.0868508492297141,6680.74609583322,8.060302750400057,0.2451971264157336,0.97
2018-04,27.4400716344492,35.3688360344457,0.1121593282515272,6467.320404350609,8.053395206232814,0.2576475899767798,0.96
2018-05,25.8790195110246,35.6043913159717,0.1118763982210881,6508.831556897038,8.062433464405942,0.2918975861965485,0.546
2018-06,24.1596431948984,35.6723270823318,0.0490724395327914,6610.498121527176,8.070196649027043,0.2803466887182235,0.378
2018-07,23.3647072911463,35.6289010655663,0.0321423174653917,6753.988827081906,8.077899938494564,0.2504000955821804,0.25
2018-08,23.9947332801891,35.6462646094595,0.0243152170351262,6852.340394585652,8.092508250300519,0.2544123767879222,0.536
2018-09,24.8660856534783,35.5196427074982,0.0236436975116139,6848.169534594821,8.07775246907682,0.2382758810092391,0.303
2018-10,25.8035661738352,35.5818252045055,0.0808970104347095,6877.797443848773,8.05792074972443,0.1742898347338027,0.023
2018-11,27.3453253204181,35.5682537114872,0.0435450604289253,6914.382407211864,8.048280837502112,0.1126302688296443,0.014
2018-12,27.7873016355541,35.155799856416,0.0660830297459555,6757.566204223991,8.04790874411271,0.1869164385372189,0.039
